S.No.,Class,Subcategory_id,URL,Focus Word,Examples,Members
84,34,estimate-34.2,https://verbs.colorado.edu/verb-index/vn/estimate-34.2.php,estimated,[ 'He estimated that it would be likely.'],"['approximate', 'assess', 'count', 'estimate', 'gauge', 'guess', 'guesstimate', 'judge', 'project', 'quantize']"
85,35,ferret-35.6,https://verbs.colorado.edu/verb-index/vn/ferret-35.6.php,ferreted,['I ferreted the secret out of him.'],"['ferret', 'nose', 'tease']"
86,36,correspond-36.1,https://verbs.colorado.edu/verb-index/vn/correspond-36.1.php,agreed,[ 'They agreed about what should be done.'],"['banter', 'bargain', 'coexist', 'collaborate', 'collide', 'commiserate', 'communicate', 'compromise', 'concur', 'confabulate', 'confer', 'cooperate', 'correspond', 'decide', 'deliberate', 'disagree', 'dissent', 'flirt', 'haggle', 'hobnob', 'interact', 'intermix', 'mingle', 'mix', 'neck', 'negotiate', 'parley', 'plot', 'rendezvous', 'renegotiate', 'reunite']"
87,36,correspond-36.1-1-1,https://verbs.colorado.edu/verb-index/vn/correspond-36.1.php,debated,['We debated whether to clean the house.'],"['argue', 'debate']"
88,36,meet-36.3-1,https://verbs.colorado.edu/verb-index/vn/meet-36.3.php,met,['Brenda met with Molly.'],"['consult', 'deliberate', 'meet', 'play', 'remonstrate', 'reunite', 'visit']"
89,37,transfer_mesg-37.1.1-1,https://verbs.colorado.edu/verb-index/vn/transfer_mesg-37.1.1.php,taught,['Wanda taught the students French.'],"['dictate', 'quote', 'read', 'show', 'teach', 'tell', 'write']"
90,37,transfer_mesg-37.1.1-1-1,https://verbs.colorado.edu/verb-index/vn/transfer_mesg-37.1.1.php,told,[ 'She told him that he should not go.'],"['show', 'teach', 'tell', 'write']"
91,37,inquire-37.1.2,https://verbs.colorado.edu/verb-index/vn/inquire-37.1.2.php,asked,[ 'I asked him about it.'],"['ask', 'consult', 'enquire', 'inquire', 'pry']"
92,37,tell-37.2,https://verbs.colorado.edu/verb-index/vn/tell-37.2.php,informed,['John informed me that his situation had changed.'],"['acquaint', 'advise', 'apprise', 'inform', 'notify', 'remind', 'update']"
93,37,instr_communication-37.4,https://verbs.colorado.edu/verb-index/vn/instr_communication-37.4.php,cabled,['Heather cabled the news to Sara.'],"['broadcast', 'cable', 'e-mail', 'fax', 'modem', 'netmail', 'phone', 'radio', 'relay', 'satellite', 'semaphore', 'sign', 'signal', 'telecast', 'telegraph', 'telephone', 'telex', 'wire', 'wireless']"
94,37,overstate-37.12,https://verbs.colorado.edu/verb-index/vn/overstate-37.12.php,overstated,['He overstated the position.'],"['amplify', 'glorify', 'hyperbolize', 'magnify', 'overdraw', 'overemphasize', 'overrate', 'overstate', 'overstress', 'tout']"
95,37,interrogate-37.1.3,https://verbs.colorado.edu/verb-index/vn/interrogate-37.1.3.php,interrogated,['I interrogated him as a suspect.'],"['cross-examine', 'interrogate', 'interview', 'question']"
96,37,advise-37.9,https://verbs.colorado.edu/verb-index/vn/advise-37.9.php,warned,['Ellen warned Helen against skating on thin ice.'],"['alert', 'assure', 'brief', 'educate', 'encourage', 'inform', 'notify']"
97,37,confess-37.10,https://verbs.colorado.edu/verb-index/vn/confess-37.10.php,confessed,['He confessed himself flummoxed.'],"['acknowledge', 'admit', 'confess', 'fess_up', 'proclaim', 'reveal']"
98,37,promise-37.13,https://verbs.colorado.edu/verb-index/vn/promise-37.13.php,promised,['I promised him that he would arrive in time.'],"['ascertain', 'assure', 'guarantee', 'promise']"
99,39,dine-39.5,https://verbs.colorado.edu/verb-index/vn/dine-39.5.php,breakfasted,['Cynthia breakfasted on peaches.'],"['banquet', 'breakfast', 'brunch', 'dine', 'feast', 'graze', 'junket', 'lunch', 'luncheon', 'nosh', 'picnic', 'snack', 'sup']"
100,39,feeding-39.7,https://verbs.colorado.edu/verb-index/vn/feeding-39.7.php,bottlefed,[ 'Teresa bottlefed soy milk to the baby.'],"['bottlefeed', 'breastfeed', 'feed', 'force-feed', 'handfeed', 'nurse', 'spoonfeed', 'suckle']"
101,39,eat-39.1-1,https://verbs.colorado.edu/verb-index/vn/eat-39.1.php,ate,['Cynthia ate at the peach.'],['eat']
102,39,chew-39.2-1,https://verbs.colorado.edu/verb-index/vn/chew-39.2.php,nibbled,['Cynthia nibbled the carrot.'],"['chew', 'chomp', 'crunch', 'gnaw', 'gum', 'lick', 'masticate', 'munch', 'nibble', 'peck', 'pick', 'teethe']"
103,39,devour-39.4-1,https://verbs.colorado.edu/verb-index/vn/devour-39.4.php,devoured,['Cynthia devoured the pizza.'],"['consume', 'devour', 'down', 'have', 'ingest', 'smoke']"
104,40,hiccup-40.1.1,https://verbs.colorado.edu/verb-index/vn/hiccup-40.1.1.php,hiccuped,['Paul hiccuped.'],"['belch', 'blink', 'blush', 'burp', 'eruct', 'fart', 'flush', 'hiccup', 'pant', 'salivate', 'shiver', 'sneeze', 'sniffle', 'snore', 'snuff', 'snuffle', 'swallow', 'wheeze', 'yawn']"
105,40,exhale-40.1.3-1,https://verbs.colorado.edu/verb-index/vn/exhale-40.1.3.php,exhaled,['Paul exhaled a breath.'],"['defecate', 'exhale', 'expectorate', 'hemorrhage', 'perspire', 'regurgitate', 'urinate', 'whiff']"
106,40,curtsey-40.3.3,https://verbs.colorado.edu/verb-index/vn/curtsey-40.3.3.php,curtseyed,['The princess curtseyed her assent.'],"['bob', 'bow', 'curtsey', 'genuflect', 'kneel', 'salaam', 'salute']"
107,40,snooze-40.4,https://verbs.colorado.edu/verb-index/vn/snooze-40.4.php,snoozed,['Gloria snoozed.'],"['catnap', 'doze', 'drowse', 'nap', 'sleep', 'slumber', 'snooze']"
108,40,flinch-40.5,https://verbs.colorado.edu/verb-index/vn/flinch-40.5.php,flinched,[ 'Sharon flinched at the sight of the accident.'],"['balk', 'cower', 'cringe', 'flinch', 'quail', 'recoil', 'shrink', 'wince']"
109,40,body_internal_states-40.6,https://verbs.colorado.edu/verb-index/vn/body_internal_states-40.6.php,,['Sharon shivered from fear.'],"['convulse', 'cower', 'quake', 'quiver', 'shake', 'shiver', 'shudder', 'tremble', 'writhe']"
110,40,pain-40.8.1,https://verbs.colorado.edu/verb-index/vn/pain-40.8.1.php,itching,[ 'My eyes are itching from the smoke.'],"['ail', 'bother', 'burn', 'hurt', 'itch', 'pain', 'wrench']"
111,40,change_bodily_state-40.8.4,https://verbs.colorado.edu/verb-index/vn/change_bodily_state-40.8.4.php,fainted,['Sharon fainted at the sight of the accident.'],"['black_out', 'blanch', 'blench', 'doze_off', 'drift_off', 'faint', 'konk_out', 'nod_off', 'pale', 'pass_out', 'sicken', 'swoon', 'zonk_out']"
112,40,tingle-40.8.2,https://verbs.colorado.edu/verb-index/vn/tingle-40.8.2.php,pounding,['My heart is pounding from fear.'],"['ache', 'burn', 'hum', 'palpitate', 'pound', 'prickle', 'pucker', 'reel', 'smart', 'spin', 'split', 'sting', 'swim', 'throb', 'tickle', 'tingle', 'twinge']"
113,41,braid-41.2.2,https://verbs.colorado.edu/verb-index/vn/braid-41.2.2.php,brushed,['Celia brushed her baby hair.'],"['bob', 'braid', 'brush', 'clip', 'coldcream', 'comb', 'condition', 'crimp', 'crop', 'curl', 'cut', 'dye', 'file', 'gel', 'henna', 'highlight', 'lather', 'manicure', 'paint', 'part', 'perm', 'plait', 'pluck', 'powder', 'rinse', 'rouge', 'set', 'shampoo', 'soap', 'style', 'talc', 'tease', 'towel', 'trim', 'tweeze', 'wave', 'wax']"
114,41,simple_dressing-41.3.1,https://verbs.colorado.edu/verb-index/vn/simple_dressing-41.3.1.php,wears,['She always wears purple dresses.'],"['doff', 'don', 'wear']"
115,41,dressing_well-41.3.2,https://verbs.colorado.edu/verb-index/vn/dressing_well-41.3.2.php,spruced,['She spruced herself up before the job interview.'],"['doll', 'dress', 'gussy', 'spruce', 'tog', 'trick']"
116,41,being_dressed-41.3.3,https://verbs.colorado.edu/verb-index/vn/being_dressed-41.3.3.php,clad,['She was always clad in black.'],"['attire', 'clad', 'garb', 'outfit', 'robe']"
117,41,groom-41.1.2,https://verbs.colorado.edu/verb-index/vn/groom-41.1.2.php,groomed,['Sheila groomed the horse.'],"['cleanse', 'curry', 'groom', 'neaten']"
118,41,floss-41.2.1,https://verbs.colorado.edu/verb-index/vn/floss-41.2.1.php,flossed,['The hygienist flossed my teeth.'],"['brush', 'floss', 'shave', 'wash']"
119,42,subjugate-42.3,https://verbs.colorado.edu/verb-index/vn/subjugate-42.3.php,subjugated,['Winnie the Pooh subjugated the unfortunate Pixies.'],"['calm_down', 'choke', 'conquer', 'crush', 'curb', 'dampen', 'disenfranchise', 'enslave', 'gag', 'hush', 'hush_up', 'keep_down', 'kill', 'lull', 'mob', 'muffle', 'muzzle', 'nourish', 'quash', 'quell', 'quench', 'reduce', 'repress', 'shut_up', 'silence', 'slake', 'smother', 'squelch', 'stamp_down', 'stifle', 'still', 'strangle', 'subdue', 'subjugate', 'suffocate', 'suppress']"
120,43,light_emission-43.1,https://verbs.colorado.edu/verb-index/vn/light_emission-43.1.php,sparkled,['Jewels sparkled on the crown.'],"['beam', 'blaze', 'blink', 'burn', 'flame', 'flare', 'flash', 'flicker', 'fluoresce', 'glare', 'gleam', 'glimmer', 'glint', 'glisten', 'glitter', 'glow', 'incandesce', 'scintillate', 'shimmer', 'shine', 'sparkle', 'twinkle']"
121,43,substance_emission-43.4-1,https://verbs.colorado.edu/verb-index/vn/substance_emission-43.4.php,bled,['I bled him.'],['bleed']
122,43,sound_emission-43.2-1,https://verbs.colorado.edu/verb-index/vn/sound_emission-43.2.php,chimed,['The bell chimed the hour.'],[]
123,45,cooking-45.3,https://verbs.colorado.edu/verb-index/vn/cooking-45.3.php,baked,[ 'Jennifer baked the potatoes in the oven.'],"['bake', 'barbecue', 'barbeque', 'blanch', 'boil', 'braise', 'broil', 'brown', 'char', 'charbroil', 'charcoal-broil', 'coddle', 'cook', 'crisp', 'deep-fry', 'french-fry', 'fry', 'grill', 'hardboil', 'heat', 'microwave', 'oven-fry', 'oven-poach', 'overbake', 'overcook', 'overheat', 'pan-broil', 'pan-fry', 'parboil', 'parch', 'percolate', 'perk', 'pickle', 'plank', 'poach', 'pot-roast', 'reheat', 'rissole', 'roast', 'saute', 'scald', 'scallop', 'sear', 'shirr', 'simmer', 'softboil', 'steam', 'steam-bake', 'steep', 'stew', 'stir-fry', 'toast', 'warm_up']"
124,45,other_cos-45.4,https://verbs.colorado.edu/verb-index/vn/other_cos-45.4.php,dried,[ 'Bill dried the clothes with a hairdryer.'],"['abate', 'abbreviate', 'abrade', 'abridge', 'accelerate', 'acetify', 'acidify', 'activate', 'advance', 'age', 'agglomerate', 'air', 'alkalify', 'alkalize', 'alter', 'ameliorate', 'americanize', 'amplify', 'anglicize', 'atomize', 'attenuate', 'augment', 'balance', 'beautify', 'bifurcate', 'bisect', 'blacken', 'bleach', 'blunt', 'blur', 'bolshevize', 'brighten', 'broaden', 'burn', 'burst', 'calcify', 'capsize', 'caramelize', 'carbonize', 'centralize', 'change', 'char', 'cheapen', 'cheer_up', 'chill', 'civilize', 'clarify', 'clean', 'clear', 'clog', 'close', 'cloud', 'coagulate', 'coarsen', 'collapse', 'collect', 'combust', 'compact', 'compress', 'condense', 'congeal', 'constrict', 'contract', 'cool', 'corrode', 'corrugate', 'corrupt', 'crimson', 'crisp', 'crumble', 'crystallize', 'curdle', 'dampen', 'darken', 'de-escalate', 'decelerate', 'decentralize', 'decompress', 'decrease', 'deepen', 'deflate', 'deflect', 'defrost', 'degenerate', 'degrade', 'dehydrate', 'demagnetize', 'democratize', 'depressurize', 'derail', 'desiccate', 'destabilize', 'deteriorate', 'detonate', 'devalue', 'diffuse', 'dilate', 'dilute', 'dim', 'diminish', 'dirty', 'disband', 'discolor', 'disintegrate', 'disperse', 'dissipate', 'dissolve', 'diversify', 'divide', 'double', 'downshift', 'drain', 'dull', 'ease', 'effeminate', 'emaciate', 'empty', 'emulsify', 'energize', 'enlarge', 'equalize', 'equilibrate', 'escalate', 'evaporate', 'even', 'exfoliate', 'expand', 'explode', 'fade', 'famish', 'fatten', 'federate', 'feminize', 'fill', 'firm', 'flatten', 'flood', 'fluff', 'fossilize', 'fray', 'freckle', 'freshen', 'frost', 'fructify', 'fuse', 'gasify', 'gelatinize', 'gentrify', 'germanize', 'gladden', 'globalize', 'glutenize', 'granulate', 'gray', 'grow', 'halt', 'harden', 'harmonize', 'hasten', 'heal', 'heat', 'heighten', 'hellenize', 'hush', 'hybridize', 'hydrate', 'hydrolize', 'ignite', 'improve', 'increase', 'incubate', 'indurate', 'industrialize', 'inflate', 'intensify', 'internationalize', 'ionize', 'kindle', 'laminate', 'lengthen', 'lessen', 'level', 'levitate', 'liberalize', 'lignify', 'liquefy', 'liquify', 'liven', 'loop', 'loose', 'loosen', 'macerate', 'mature', 'mellow', 'metabolize', 'mitigate', 'mobilize', 'moderate', 'modernize', 'modify', 'modulate', 'moisten', 'multiply', 'mummify', 'narrow', 'nationalize', 'naturalize', 'neutralize', 'normalize', 'occlude', 'open', 'operate', 'ossify', 'overturn', 'oxidize', 'pale', 'petrify', 'plump', 'polarize', 'polymerize', 'pop', 'privatize', 'proliferate', 'propagate', 'pulverize', 'puncture', 'purify', 'purple', 'putrefy', 'quadruple', 'quicken', 'quiet', 'quieten', 'rarefy', 'redden', 'redouble', 'refine', 'reform', 'rekindle', 'renew', 'reopen', 'replicate', 'reproduce', 'resuscitate', 'reverse', 'revive', 'ripen', 'root', 'roughen', 'rupture', 'saponify', 'scorch', 'sear', 'section', 'sensitize', 'sharpen', 'short', 'short-circuit', 'shorten', 'shrink', 'shrivel', 'shush', 'shut', 'sicken', 'silicify', 'silver', 'sink', 'slack', 'slacken', 'slim', 'slow', 'smarten', 'smooth', 'smoothen', 'soak', 'sober', 'soften', 'solidify', 'sour', 'souse', 'sprout', 'stabilize', 'standardize', 'steady', 'steep', 'steepen', 'stiffen', 'strangulate', 'stratify', 'strengthen', 'submerge', 'sunburn', 'sweeten', 'tame', 'tan', 'taper', 'tatter', 'tauten', 'tenderize', 'tense', 'thicken', 'thin', 'tighten', 'tilt', 'tire', 'tone', 'topple', 'toughen', 'tranquilize', 'treble', 'trigger', 'trip', 'triple', 'ulcerate', 'unionize', 'upload', 'vaporize', 'vary', 'vibrate', 'vitrify', 'volatilize', 'vulcanize', 'wake', 'waken', 'warm', 'weaken', 'westernize', 'wet', 'whiten', 'widen', 'wizen', 'worsen', 'yellow']"
125,45,calibratable_cos-45.6-1,https://verbs.colorado.edu/verb-index/vn/calibratable_cos-45.6.php,soared,"[""Oil's price soared.""]","['advance', 'appreciate', 'balloon', 'climb', 'decline', 'decrease', 'depreciate', 'diminish', 'dip', 'drop', 'dwindle', 'explode', 'fall', 'fluctuate', 'gain', 'grow', 'increase', 'jump', 'lower', 'move', 'mushroom', 'plummet', 'plump', 'plunge', 'retreat', 'rise', 'rocket', 'seesaw', 'shift', 'skyrocket', 'slide', 'slip', 'soar', 'surge', 'swell', 'swing', 'tumble', 'vary']"
126,45,remedy-45.7,https://verbs.colorado.edu/verb-index/vn/remedy-45.7.php,repaired,['Bill repaired the tractor with duct tape.'],"['abase', 'africanize', 'alcoholize', 'alleviate', 'anesthetize', 'animate', 'backfill', 'bastardize', 'bedew', 'blast', 'blemish', 'bloody', 'botch', 'bowdlerize', 'bungle', 'capacitate', 'carbonify', 'castrate', 'categorize', 'catholicize', 'cauterize', 'chamfer', 'chlorinate', 'christianize', 'circumcise', 'circumscribe', 'coif', 'commercialize', 'configure', 'conflate', 'constipate', 'constringe', 'construct', 'contextualize', 'correct', 'counteract', 'cremate', 'deafen', 'debase', 'deconstruct', 'dehumidify', 'delineate', 'demean', 'dement', 'demobilize', 'desalinate', 'desensitize', 'diffract', 'disable', 'dishevel', 'disinfect', 'disinter', 'dislocate', 'disorganize', 'dispel', 'domesticate', 'edify', 'emasculate', 'embitter', 'embrocate', 'enhance', 'enunciate', 'eternalize', 'eternize', 'europeanize', 'exacerbate', 'exhume', 'expropriate', 'extinguish', 'fanaticize', 'federalize', 'fertilize', 'flouridate', 'fortify', 'grade', 'halve', 'homogenize', 'humanize', 'humidify', 'hydrogenate', 'ice', 'immortalize', 'inactivate', 'incinerate', 'inseminate', 'inspissate', 'invert', 'iodize', 'light', 'lighten', 'magnetize', 'magnify', 'manure', 'marginalize', 'mechanize', 'medicate', 'militarize', 'mineralize', 'miniaturize', 'minimize', 'mishandle', 'mismanage', 'motorize', 'muddy', 'mummify', 'mute', 'nasalize', 'nitrify', 'objectify', 'obscure', 'obviate', 'overshadow', 'oxygenate', 'paralyze', 'pasteurize', 'perfect', 'perpetuate', 'pink', 'pollard', 'popularize', 'prejudge', 'prettify', 'publicize', 'reanimate', 'rectify', 'redact', 'refract', 'regularize', 'remaster', 'remedy', 'repair', 'revise', 'secularize', 'sensationalize', 'shortchange', 'silence', 'singe', 'sinter', 'sovietize', 'sterilize', 'streamline', 'subvert', 'sulfurize', 'tabulate', 'taiwanize', 'tart', 'tousle', 'transplant', 'traumatize', 'trivialize', 'truncate', 'underfeed', 'upload', 'urbanize', 'ventilate', 'vulgarize']"
127,45,calibratable_cos-45.6,https://verbs.colorado.edu/verb-index/vn/calibratable_cos-45.6.php,soared,['The price of oil soared.'],['multiply']
128,47,exist-47.1,https://verbs.colorado.edu/verb-index/vn/exist-47.1.php,exist,"[""Unicorns don't exist on Earth.""]",['overspread']
129,47,exist-47.1-1-1,https://verbs.colorado.edu/verb-index/vn/exist-47.1.php,endured,['I endured the routine heavy traffic.'],"['endure', 'survive']"
130,47,entity_specific_modes_being-47.2,https://verbs.colorado.edu/verb-index/vn/entity_specific_modes_being-47.2.php,raged,['A fire raged in the mountains.'],"['billow', 'bloom', 'blossom', 'bristle', 'bulge', 'burn', 'effervesce', 'fester', 'fizz', 'flow', 'flower', 'flux', 'foam', 'froth', 'moil', 'propagate', 'rage', 'ripple', 'roil', 'seethe', 'smolder', 'sprout']"
131,47,bulge-47.5.3,https://verbs.colorado.edu/verb-index/vn/bulge-47.5.3.php,bulging,['The bag is bulging with groceries.'],"['bristle', 'bulge', 'buzz', 'hum', 'hyperventilate', 'seethe']"
132,47,contiguous_location-47.8-2,https://verbs.colorado.edu/verb-index/vn/contiguous_location-47.8.php,dominated,['DEC has often dominated.'],['dominate']
133,47,spatial_configuration-47.6,https://verbs.colorado.edu/verb-index/vn/spatial_configuration-47.6.php,slouched,['John slouched.'],"['balance', 'bend', 'bow', 'crouch', 'dangle', 'droop', 'flop', 'fly', 'hang', 'hover', 'huddle', 'hunch', 'jut', 'kneel', 'lean', 'lie', 'loll', 'loom', 'lounge', 'nestle', 'open', 'perch', 'plop', 'project', 'protrude', 'recline', 'repose', 'rest', 'rise', 'roost', 'sag', 'sit', 'slope', 'slouch', 'slump', 'sprawl', 'squat', 'stand', 'stoop', 'straddle', 'swag', 'swing', 'tilt', 'tower', 'yaw']"
134,48,reflexive_appearance-48.1.2,https://verbs.colorado.edu/verb-index/vn/reflexive_appearance-48.1.2.php,presented,['I presented a solution to him.'],"['announce', 'assert', 'declare', 'define', 'display', 'exhibit', 'expose', 'express', 'flaunt', 'form', 'intrude', 'manifest', 'offer', 'pose', 'present', 'proffer', 'propose', 'reassert', 'recommend', 'reveal', 'shape', 'show', 'suggest']"
135,48,disappearance-48.2,https://verbs.colorado.edu/verb-index/vn/disappearance-48.2.php,vanished,['A valuable manuscript vanished from the library.'],"['die', 'disappear', 'expire', 'lapse', 'perish', 'vanish']"
136,48,occurrence-48.3,https://verbs.colorado.edu/verb-index/vn/occurrence-48.3.php,happened,['A serious accident happened in front of them.'],"['befall', 'chance', 'develop', 'ensue', 'eventuate', 'follow', 'happen', 'occur', 'pass', 'recur', 'result', 'take', 'transpire']"
137,51,escape-51.1-3,https://verbs.colorado.edu/verb-index/vn/escape-51.1.php,climbed,['He climbed the mountain.'],"['ascend', 'climb', 'cross', 'descend']"
138,51,leave-51.2,https://verbs.colorado.edu/verb-index/vn/leave-51.2.php,abandoned,['We abandoned the area.'],"['abandon', 'split']"
139,51,leave-51.2-1,https://verbs.colorado.edu/verb-index/vn/leave-51.2.php,left,['The crowd left.'],"['desert', 'leave']"
140,51,waltz-51.5,https://verbs.colorado.edu/verb-index/vn/waltz-51.5.php,waltzed,['He waltzed her across the floor.'],"['boogie', 'bop', 'cancan', 'clog', 'conga', 'dance', 'foxtrot', 'jig', 'jitterbug', 'jive', 'pirouette', 'polka', 'quickstep', 'rumba', 'samba', 'shuffle', 'squaredance', 'tango', 'tapdance', 'waltz']"
141,51,run-51.3.2-2,https://verbs.colorado.edu/verb-index/vn/run-51.3.2.php,jumped,['Tom jumped the horse over the fence.'],"['back', 'bounce', 'bowl', 'canter', 'coast', 'dart', 'dash', 'drift', 'float', 'gallop', 'glide', 'hasten', 'hobble', 'hurry', 'hurtle', 'inch', 'lope', 'march', 'prance', 'race', 'roll', 'scoot', 'skip', 'skitter', 'slide', 'sneak', 'speed', 'strut', 'tack', 'trip', 'trot', 'fly', 'jog', 'jump', 'march', 'parade', 'promenade', 'run', 'rush', 'walk']"
142,52,avoid-52,https://verbs.colorado.edu/verb-index/vn/avoid-52.php,avoided,['He avoided going to the area.'],"['avoid', 'boycott', 'circumvent', 'dodge', 'duck', 'elude', 'eschew', 'evade', 'forgo', 'shun', 'sidestep']"
143,53,linger-53.1-1,https://verbs.colorado.edu/verb-index/vn/linger-53.1.php,delayed,['He delayed the watering.'],"['delay', 'scruple', 'stall']"
144,54,register-54.1-1,https://verbs.colorado.edu/verb-index/vn/register-54.1.php,weighted,['The package weighed ten pounds.'],"['measure', 'read', 'register', 'total', 'weigh']"
145,54,cost-54.2,https://verbs.colorado.edu/verb-index/vn/cost-54.2.php,cost,['The bill will cost them 500 million dollars.'],"['carry', 'cost', 'last', 'net', 'take']"
146,54,fit-54.3,https://verbs.colorado.edu/verb-index/vn/fit-54.3.php,sleep,['We sleep/ fit five people in each room.'],"['carry', 'contain', 'feed', 'fit', 'hibernate', 'hold', 'house', 'reseat', 'seat', 'serve', 'sleep', 'store', 'take', 'use']"
147,55,begin-55.1,https://verbs.colorado.edu/verb-index/vn/begin-55.1.php,began,['He began to pack.'],"['go_on', 'pledge', 'proceed']"
148,55,begin-55.1-1,https://verbs.colorado.edu/verb-index/vn/begin-55.1.php,began,['The party began with a bang.'],"['begin', 'commence', 'recommence', 'resume', 'start', 'start_off', 'undertake']"
149,55,continue-55.3,https://verbs.colorado.edu/verb-index/vn/continue-55.3.php,continued,['The party continued until 8 PM.'],['continue']
150,55,sustain-55.6,https://verbs.colorado.edu/verb-index/vn/sustain-55.6.php,maintained,['I maintained a strong government through ruthless domination.'],"['carry_on', 'continue', 'keep', 'keep_up', 'maintain', 'prolong', 'protract', 'sustain']"
151,56,weekend-56,https://verbs.colorado.edu/verb-index/vn/weekend-56.php,summered,['My family always summered at the seashore.'],"['December', 'holiday', 'honeymoon', 'junket', 'overnight', 'sojourn', 'summer', 'vacation', 'weekend', 'winter']"
152,57,weather-57,https://verbs.colorado.edu/verb-index/vn/weather-57.php,pelting,['It was pelting with rain.'],"['blow', 'bucket', 'clear', 'drizzle', 'fog', 'freeze', 'frost', 'gust', 'hail', 'howl', 'lightning', 'mist', 'mizzle', 'pelt', 'pour', 'precipitate', 'rain', 'roar', 'shower', 'sleet', 'snow', 'spit', 'spot', 'sprinkle', 'storm', 'swelter', 'teem', 'thaw', 'thunder']"
153,58,urge-58.1,https://verbs.colorado.edu/verb-index/vn/urge-58.1.php,advised,['I advised him to come.'],"['admonish', 'advise', 'ask', 'badger', 'beg', 'egg_on', 'entreat', 'exhort', 'extort', 'implore', 'lobby', 'press', 'urge']"
154,60,order-60-1,https://verbs.colorado.edu/verb-index/vn/order-60.php,ordered,['John ordered that she come immediately.'],"['ask', 'command', 'demand', 'order', 'require']"
155,61,try-61,https://verbs.colorado.edu/verb-index/vn/try-61.php,tried,['I tried the exercise routine.'],"['attempt', 'intend', 'try']"
156,63,enforce-63,https://verbs.colorado.edu/verb-index/vn/enforce-63.php,impose,['I cannot impose my opinion.'],"['control', 'enforce', 'impose']"
157,64,allow-64,https://verbs.colorado.edu/verb-index/vn/allow-64.php,allow,['They allow us to be smokers.'],"['allow', 'approve', 'permit', 'sanction', 'tolerate']"
158,66,consume-66,https://verbs.colorado.edu/verb-index/vn/consume-66.php,spent,['I spent all that time.'],"['consume', 'pass', 'use']"
159,67,forbid-67,https://verbs.colorado.edu/verb-index/vn/forbid-67.php,forbid,['The rules forbid us from smoking.'],"['ban', 'bar', 'block', 'deter', 'discourage', 'dissuade', 'forbid', 'hamper', 'hinder', 'impede', 'inhibit', 'obstruct', 'preclude', 'prevent', 'prohibit', 'restrain', 'stop']"
160,69,refrain-69,https://verbs.colorado.edu/verb-index/vn/refrain-69.php,refrained,"[""He refrained from the lurid activity while in the lady's company.""]","['abstain', 'desist', 'forbear', 'refrain']"
161,70,rely-70,https://verbs.colorado.edu/verb-index/vn/rely-70.php,relies,['She relies on him coming back in time.'],"['bank', 'bargain', 'bet', 'count', 'depend', 'figure', 'gamble', 'reckon', 'rely', 'take_a_chance', 'wager']"
162,71,conspire-71,https://verbs.colorado.edu/verb-index/vn/conspire-71.php,conspired,['John conspired with Sarah.'],"['ally', 'befriend', 'collaborate', 'collude', 'conspire', 'discriminate', 'legislate', 'partner', 'protest', 'rebel', 'retaliate', 'scheme', 'sin', 'team_up']"
163,72,benefit-72.1,https://verbs.colorado.edu/verb-index/vn/benefit-72.1.php,benefit,['Minorities benefit from the program.'],"['benefit', 'profit']"
164,73,cooperate-73-1,https://verbs.colorado.edu/verb-index/vn/cooperate-73.php,collaborated,['John collaborated with Paul on the task.'],"['collaborate', 'cooperate', 'join']"
165,73,cooperate-73-2,https://verbs.colorado.edu/verb-index/vn/cooperate-73.php,participated,['They participated in the task.'],['participate']
166,74,succeed-74-1-1,https://verbs.colorado.edu/verb-index/vn/succeed-74.php,pass,['I managed to pass the test.'],['manage']
167,76,limit-76,https://verbs.colorado.edu/verb-index/vn/limit-76.php,limited,['The lack of money limited them to helping to our peers.'],"['confine', 'constrain', 'limit', 'reduce', 'restrain', 'restrict']"
168,78,indicate-78,https://verbs.colorado.edu/verb-index/vn/indicate-78.php,indicates,['This indicates how she did it.'],"['anticipate', 'corroborate', 'denote', 'expose', 'forebode', 'imply', 'predict', 'prognosticate']"
169,79,dedicate-79,https://verbs.colorado.edu/verb-index/vn/dedicate-79.php,dedicated,['I dedicated myself to helping us.'],"['commit', 'dedicate', 'devote']"
170,81,suspect-81,https://verbs.colorado.edu/verb-index/vn/suspect-81.php,suspected,['I suspected him of infidelity.'],"['accuse', 'condemn', 'suspect']"
171,82,withdraw-82-1,https://verbs.colorado.edu/verb-index/vn/withdraw-82.php,backed,['He backed out of the trip.'],"['back_out', 'bow_out', 'chicken_out', 'get_out', 'pull_out', 'wriggle_out']"
172,82,withdraw-82-2,https://verbs.colorado.edu/verb-index/vn/withdraw-82.php,got,"['He got away from the area.',]","['back_off', 'get_away']"
173,82,withdraw-82-3,https://verbs.colorado.edu/verb-index/vn/withdraw-82.php,withdrew,['He withdrew from the trip.'],"['pull_away', 'retire', 'retreat', 'withdraw']"
174,83,cope-83,https://verbs.colorado.edu/verb-index/vn/cope-83.php,managed,['He managed with dealing the cards.'],['deal']
175,84,discover-84,https://verbs.colorado.edu/verb-index/vn/discover-84.php,discovered,[ 'I discovered what he should do.'],"['ascertain', 'chance_across', 'chance_on', 'deduce', 'determine', 'discover', 'find', 'guess', 'rationalize', 'realize', 'relearn', 'scent_out', 'solve']"
176,84,discover-84-1-1,https://verbs.colorado.edu/verb-index/vn/discover-84.php,learned,['I learned about what he drank.'],"['figure_out', 'find_out', 'hear', 'learn', 'read', 'study']"
